method,path,domain,action,summary,func,file,auth_status,enforcement,current_perms,ui_exposed,recommended_perm,recommended_scope,severity,is_mutation,sensitive_kw,roles_with_current_perm
POST,/api/v1/work-orders/{work_order_id}/admin-override-equipment,work_orders,create,Admin-only: override equipment type mismatch (scenario C).,admin_override_equipment,work_orders.py,authenticated,inline_role_check,,yes,work_orders.create,scoped (region/area/project per role),🟢,yes,approve;role,
PATCH,/api/v1/work-orders/{work_order_id}/approve,work_orders,approve,PATCH alias for POST approve - Frontend compatibility,patch_approve_work_order,work_orders.py,permission,require_permission(work_orders.approve);inline_role_check,work_orders.approve,no,work_orders.approve,scoped (region/area/project per role),🟢,yes,approve,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/work-orders/{work_order_id}/approve,work_orders,approve,Approve work order,approve_work_order,work_orders.py,permission,require_permission(work_orders.approve);inline_role_check,work_orders.approve,yes,work_orders.approve,scoped (region/area/project per role),🟢,yes,approve;permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/work-orders/{work_order_id}/cancel,work_orders,cancel,Cancel work order,cancel_work_order,work_orders.py,permission,require_permission(work_orders.cancel),work_orders.cancel=MISSING_IN_DB,yes,work_orders.cancel,scoped (region/area/project per role),🟢,yes,permission,
POST,/api/v1/work-orders/{work_order_id}/close,work_orders,close,Close/Complete work order,close_work_order,work_orders.py,permission,require_permission(work_orders.close),work_orders.close=MISSING_IN_DB,no,work_orders.close,scoped (region/area/project per role),🟢,yes,permission,
POST,/api/v1/work-orders/{work_order_id}/complete,work_orders,complete,Complete work order - alias for close,complete_work_order,work_orders.py,permission,require_permission(work_orders.close),work_orders.close=MISSING_IN_DB,no,work_orders.complete,scoped (region/area/project per role),🟢,yes,permission,
POST,/api/v1/work-orders/{work_order_id}/confirm-equipment,work_orders,create,"Confirm equipment assignment after scenario B (same type, different plate).",confirm_equipment,work_orders.py,permission,require_permission(work_orders.update),work_orders.update=MISSING_IN_DB,yes,work_orders.create,scoped (region/area/project per role),🟢,yes,approve;permission,
POST,/api/v1/work-orders/{work_order_id}/move-to-next-supplier,work_orders,create,Move work order to next supplier in fair rotation,move_to_next_supplier,work_orders.py,permission,require_permission(work_orders.update);inline_role_check,work_orders.update=MISSING_IN_DB,yes,work_orders.create,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/work-orders/{work_order_id}/pdf,work_orders,read,"Generate and return Work Order PDF (A4, RTL, weasyprint).",get_work_order_pdf,work_orders.py,permission,require_permission(work_orders.read),work_orders.read,no,work_orders.read,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PATCH,/api/v1/work-orders/{work_order_id}/reject,work_orders,reject,PATCH alias for POST reject - Frontend compatibility,patch_reject_work_order,work_orders.py,permission,require_permission(work_orders.approve);inline_role_check,work_orders.approve,no,work_orders.reject,scoped (region/area/project per role),🟢,yes,reject,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/work-orders/{work_order_id}/reject,work_orders,reject,Reject work order,reject_work_order,work_orders.py,permission,require_permission(work_orders.approve);inline_role_check,work_orders.approve,yes,work_orders.reject,scoped (region/area/project per role),🟢,yes,approve;reject;permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/work-orders/{work_order_id}/remove-equipment,work_orders,create,"Remove equipment from project — release remaining frozen budget, free equipment, STOPPED.",remove_equipment_from_project,work_orders.py,permission,require_permission(work_orders.update),work_orders.update=MISSING_IN_DB,yes,work_orders.create,scoped (region/area/project per role),🟢,yes,amount;frozen;spent;delete;permission;role,
POST,/api/v1/work-orders/{work_order_id}/resend-to-supplier,work_orders,resend-to-supplier,Resend work order to current supplier (extend portal token),resend_to_supplier,work_orders.py,permission,require_permission(work_orders.update);inline_role_check,work_orders.update=MISSING_IN_DB,no,work_orders.resend-to-supplier,scoped (region/area/project per role),🟢,yes,permission,
POST,/api/v1/work-orders/{work_order_id}/restore,work_orders,restore,Restore soft-deleted work order,restore_work_order,work_orders.py,permission,require_permission(work_orders.restore),work_orders.restore=MISSING_IN_DB,no,work_orders.restore,scoped (region/area/project per role),🟢,yes,delete;permission,
POST,/api/v1/work-orders/{work_order_id}/scan-equipment,work_orders,create,Scan equipment QR/license plate and match against work order.,scan_equipment,work_orders.py,permission,require_permission(work_orders.read),work_orders.read,yes,work_orders.create,scoped (region/area/project per role),🟢,yes,frozen;approve;lock;permission;role,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/work-orders/{work_order_id}/send-to-supplier,work_orders,send-to-supplier,Send work order to supplier via portal link.,send_work_order_to_supplier,work_orders.py,permission,require_permission(work_orders.distribute);inline_role_check,work_orders.distribute,yes,work_orders.send-to-supplier,scoped (region/area/project per role),🟢,yes,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR
POST,/api/v1/work-orders/{work_order_id}/start,work_orders,start,Start work order (transition to in_progress status),start_work_order,work_orders.py,permission,require_permission(work_orders.update),work_orders.update=MISSING_IN_DB,no,work_orders.start,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/worklogs,worklogs,list,List worklogs,list_worklogs,worklogs.py,permission,require_permission(worklogs.read),worklogs.read,yes,worklogs.list,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/worklogs,worklogs,create,Create worklog,create_worklog,worklogs.py,permission,require_permission(worklogs.create),worklogs.create=MISSING_IN_DB,yes,worklogs.create,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/worklogs/by-work-order/{work_order_id},worklogs,read,Get worklogs for specific work order,get_worklogs_by_work_order,worklogs.py,permission,require_permission(worklogs.read),worklogs.read,no,worklogs.read,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/worklogs/manual,worklogs,create,Create manual worklog with activity code (1-14),create_manual_worklog,worklogs.py,permission,require_permission(worklogs.create),worklogs.create=MISSING_IN_DB,no,worklogs.create,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/worklogs/my-worklogs,worklogs,list,Get worklogs created by the current user.,get_my_worklogs_endpoint,worklogs.py,authenticated,inline_role_check,,yes,worklogs.list,scoped (region/area/project per role),🟢,no,permission,
GET,/api/v1/worklogs/pending-approval,worklogs,list,Get worklogs pending approval.,get_pending_approval_endpoint,worklogs.py,permission,require_permission(worklogs.approve),worklogs.approve=MISSING_IN_DB,yes,worklogs.list,scoped (region/area/project per role),🟢,no,approve;permission,
POST,/api/v1/worklogs/standard,worklogs,create,"Create standard worklog - 9 net work hours (+ 1.5 break, not counted)",create_standard_worklog,worklogs.py,permission,require_permission(worklogs.create),worklogs.create=MISSING_IN_DB,no,worklogs.create,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/worklogs/statistics,worklogs,list,Get worklog statistics.,get_statistics_endpoint,worklogs.py,permission,require_permission(worklogs.read),worklogs.read,yes,worklogs.list,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/worklogs/storage,worklogs,create,Create storage worklog - equipment storage overnight (150 NIS per night),create_storage_worklog,worklogs.py,permission,require_permission(worklogs.create),worklogs.create=MISSING_IN_DB,no,worklogs.create,scoped (region/area/project per role),🟢,yes,permission,
DELETE,/api/v1/worklogs/{worklog_id},worklogs,delete,Deactivate worklog (TRANSACTIONS - uses is_active),delete_worklog,worklogs.py,permission,require_permission(worklogs.delete),worklogs.delete,yes,worklogs.delete,scoped (region/area/project per role),🟢,yes,delete;permission,ADMIN
GET,/api/v1/worklogs/{worklog_id},worklogs,read,Get worklog,get_worklog,worklogs.py,permission,require_permission(worklogs.read),worklogs.read,yes,worklogs.read,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PUT,/api/v1/worklogs/{worklog_id},worklogs,update,Update worklog,update_worklog,worklogs.py,permission,require_permission(worklogs.update),worklogs.update=MISSING_IN_DB,yes,worklogs.update,scoped (region/area/project per role),🟢,yes,permission,
POST,/api/v1/worklogs/{worklog_id}/activate,worklogs,activate,Activate worklog,activate_worklog,worklogs.py,permission,require_permission(worklogs.restore),worklogs.restore=MISSING_IN_DB,no,worklogs.activate,scoped (region/area/project per role),🟢,yes,permission,
POST,/api/v1/worklogs/{worklog_id}/approve,worklogs,approve,approve_worklog,approve_worklog,worklogs.py,permission,require_permission(worklogs.approve),worklogs.approve=MISSING_IN_DB,yes,worklogs.approve,scoped (region/area/project per role),🟢,yes,approve;permission,
GET,/api/v1/worklogs/{worklog_id}/pdf,worklogs,read,Generate and return a PDF for a worklog report.,get_worklog_pdf,worklogs.py,permission,require_permission(worklogs.read),worklogs.read,yes,worklogs.read,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/worklogs/{worklog_id}/reject,worklogs,reject,Reject worklog (with mandatory reason),reject_worklog,worklogs.py,permission,require_permission(worklogs.approve),worklogs.approve=MISSING_IN_DB,yes,worklogs.reject,scoped (region/area/project per role),🟢,yes,approve;reject;permission,
POST,/api/v1/worklogs/{worklog_id}/submit,worklogs,submit,submit_worklog,submit_worklog,worklogs.py,permission,require_permission(worklogs.submit),worklogs.submit,yes,worklogs.submit,scoped (region/area/project per role),🟢,yes,lock;permission,ADMIN;SUPPLIER
